code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1546651,TRUE,GRIGALASHVILI Tato,GRIGALASHVILI T,Tato GRIGALASHVILI,Male,Athlete,GEO,Georgia,Georgia,Georgia,Georgia,GEO,0,0,['Judo'],"['Men -81 kg', 'Mixed Team']",12/1/99,,Georgia,TBILISI,Georgia,,,Athlete,"Georgian National University SEU (Tbilisi, GEO)","Wife, Tako Gogoladze",Georgian,National: Lasha Gujejiani (GEO),His father took him along to a club. The Olympic victory of Zurab Zviadauri in 2004 greatly inspired him,"Judoka Zurab Zviadauri (GEO), 2004 Olympic champion (-90kg), two-time world championship silver medallist (2001, 2003), 2000 world junior champion",,,,,
1546662,TRUE,INSFRAN Javier,INSFRAN J,Javier INSFRAN,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,0,0,['Rowing'],"[""Men's Single Sculls""]",9/18/99,,,ASCUNCION,Paraguay,,,Athlete,,,Spanish,,"He was inspired by watching other people row on the Paraguay River. ""I saw people paddling on the river and said, 'Ah, that's what I want to try'. I tried it and from there I never missed it, not a single day."" (d10.ultimahora.com, 28 Sep 2022)",,,,,,
1546670,TRUE,VALIENTE AMARILLA Michelle Sharon,VALIENTE AMARILLA,Michelle Sharon VALIENTE AMARILLA,Female,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,170,0,['Beach Volleyball'],['Women'],5/7/98,FERNANDO DE LA MORA,Paraguay,ASUNCION,Paraguay,,,Athlete,,,Spanish,,Her parents were passionate about the sport and she followed their lead,,,,,,
1546675,TRUE,POLETTI Giuliana,POLETTI G,Giuliana POLETTI,Female,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,180,0,['Beach Volleyball'],['Women'],9/30/00,ASUNCION,Paraguay,ASUNCION,Paraguay,,,Athlete,"Studied at Texas A&M University (Corpus Christi, TX, USA)",,"English, Spanish",,,,,,,,
1546687,TRUE,CASTRO BURGOS Cecilia,CASTRO BURGOS C,Cecilia CASTRO BURGOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Taekwondo'],['Women -67kg'],6/21/97,SAN AGUSTIN DE GUADALIX,Spain,MADRID,Spain,,,Athlete,Faculty of Psychology at the Autonomous University of Madrid (ESP),"Boyfriend, Javier Perez Polo. One brother",Spanish,Christian Seijo Giebels (ESP),,,,,"Boyfriend, Javier Perez Polo (taekwondo), European champion and world medallist",,
1546688,TRUE,CEREZO IGLESIAS Adriana,CEREZO IGLESIAS A,Adriana CEREZO IGLESIAS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Taekwondo'],['Women -49kg'],11/24/03,ALCALA DE HENARES,Spain,MADRID,Spain,The Wonder Girl,,"Athlete, student","Studies Criminology at UCAM University (Murcia, ESP)","Father, David. Mother, Mai","English, Spanish",Personal: Jesus Ramal (ESP),She was introduced to the world of martial arts by her grandfather Jose. He loved the films of Jackie Chan and Bruce Lee. Jose took her to a gym without her parents' knowledge,"Taekwondoin Brigitte Yague (ESP), 2012 Olympic silver medallist (49kg), three-time world champion (2003, 2007, 2009)",,,,,
1546696,TRUE,PEREZ POLO Javier,PEREZ POLO J,Javier PEREZ POLO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Taekwondo'],['Men -68kg'],10/11/96,MADRID,Spain,MADRID,Spain,,"Playing video games, watching films and TV series",,"Studies Criminology at Saint Anthony Catholic University (Murcia, ESP)",,Spanish,,,,,,"Partner, Cecilia Castro (ESP), is a European taekwondo champion and world bronze medallist",,
1546697,TRUE,VICENTE YUNTA Adrian,VICENTE YUNTA A,Adrian VICENTE YUNTA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Taekwondo'],['Men -58kg'],6/11/99,MADRID,Spain,MADRID,Spain,,,,Studied Physical Education at Polytechnic University of Madrid (ESP),,Spanish,,,,,,,,
1546749,TRUE,SADIKU Donjeta,SADIKU D,Donjeta SADIKU,Female,Athlete,KOS,Kosovo,Kosovo,Kosovo,Kosovo,KOS,167,0,['Boxing'],"[""Women's 60kg""]",7/8/99,PRISTINA,,PRISTINA,Kosovo,The Beast,,Athlete,University of Pristina (KOS),,"Albanian, English",Club: Marjola Sallauka (KOS),"Tried a number of martial arts, but enjoyed boxing the most",,,,,,
1546985,TRUE,BATHILY Astan Katherine Feghe,BATHILY AKF,Astan Katherine Feghe BATHILY,Female,Athlete,CIV,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,CIV,0,0,['Taekwondo'],['Women +67kg'],2/23/99,ABIDJAN,Côte d'Ivoire,ABIDJAN,,,,Athlete,,,French,,,,Het father,,,,
1547004,TRUE,KNIGHT-WISDOM Yona,KNIGHT-WISDOM Y,Yona KNIGHT-WISDOM,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,0,0,['Diving'],"[""Men's 3m Springboard""]",5/12/95,LEEDS,Great Britain,EDINBURGH,Great Britain,"Yonkers. ""Jack Laugher (British diver) came up with it for no reason."" (Athlete, 25 Jul 2021)",Watching sport,,Sports Science at Leeds Beckett University (GBR),,English,,"""The City of Leeds Diving Club came to my school in 2004. Due to my background in gymnastics I excelled in the challenges set, so they invited me to the pool and it all started from there. I was watching the 2004 Olympic Games (in Athens). I had just started diving and I saw (Great Britain divers) Leon Taylor and Peter Waterfield win a silver medal in the men's 10m synchronised diving event. It was after I saw them that I started to say that I could go to the Olympic Games."" (myInfo)","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)",,"""You get a massive adrenaline rush when you jump because of the number of variables which could occur in the dive. I love it."" (myInfo)",,,
1547098,TRUE,NATARAJ Srihari,NATARAJ S,Srihari NATARAJ,Male,Athlete,IND,India,India,India,India,IND,0,0,['Swimming'],"[""Men's 100m Backstroke""]",1/16/01,BENGALURU,India,BENGALURU,India,,"Playing guitar and many sports such as cricket, tennis and football","Athlete, student","Studying for a Master's of Business Administration at Jain College, Bengaluru (IND).</p><p>Graduated in 2022 with a Bachelor of Arts in Economics, Psychology and Sociology at Jain College, Bengaluru (IND)",,English,Club: Nihar Amin,"His mother encouraged him to start swimming. ""I don't know how I got hooked into the sport. I just know every time I am in the pool, I want to better my last time. Now I just want to continue breaking my own barriers in the water."" (myInfo)","Swimmer Rohit Havaldar (IND), 2018 Youth Olympian, six-time South Asian Games medallist (two gold, two silver, two bronze).</p><p>Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",,,,"He wears a black cap for 200m backstroke races, and a white cap for 100m backstroke and 50m backstroke. Packs his bag in the same way every day",
1547119,TRUE,MORGAN Sophia Frances,MORGAN S,Sophia Frances MORGAN,Female,Athlete,FIJ,Fiji,Fiji,Fiji,Fiji,FIJ,0,0,['Sailing'],"[""Women's Dinghy""]",8/5/03,SUVA,Fiji,AUCKLAND,New Zealand,"Sophie, Soph or Phia","Anything related to the ocean and exercising, surfing, diving or skurfing, volunteering with animals and learning how to knit","Athlete, student, youth sailing coach",Studied Biomedicine at Auckland University (NZL),"Father, John. Mother, Catherine. Two older sisters, Mackenzie and Georgia",English,Ian Neely (NZL),Her father was involved in the sport and introduced her through sailing lessons at the Royal Suva Yacht Club (FIJ),The Rio 2016 Fiji men's rugby sevens team and the Tokyo 2020 women's rugby team,Her father,"""Make some magic and have some fun""",,She fully rigs her boat before she gets changed. Hugs her family before she leaves for competition. No bananas on board,
1547131,TRUE,DESINGHU Dhinidhi,DESINGHU D,Dhinidhi DESINGHU,Female,Athlete,IND,India,India,India,India,IND,0,0,['Swimming'],"[""Women's 200m Freestyle""]",5/17/10,KARNATAKA,India,BENGALURU,India,,,,,"Father, Desinghu. Mother, Jesitha Vijayan",English,Club: Madhu Kumar BM,,,,,,,
1547690,TRUE,IDOWU Saheed,IDOWU S,Saheed IDOWU,Male,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,0,0,['Table Tennis'],"[""Men's Singles""]",1/3/90,BRAZZAVILLE,Congo,,,,,,,,French,,,,,,,,
1547764,TRUE,HIEBERT Xenia,HIEBERT X,Xenia HIEBERT,Female,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,166,0,['Athletics'],"[""Women's 100m""]",11/13/98,LOMA PLATA,Paraguay,,Paraguay,,"Cooking, reading, walking her dogs, and having coffee with loved ones.</p><p>Has four pets: a cat named Pupi, two small dogs named Millo (Mishu) and Winnie Rain, and a large dog named Tea Honey.</p><p>Has a passion for languages and speaks five of them, with German as her native language. She has also started learning French",Sports and English teacher,Graduated in 2019 as a Physical Education teacher. Also studied for a Bachelor's degree in Bilingual Education (Spanish/English),"Father, Andreas. Mother, Sara Klassen. Siblings: Shelly Beatrice and Mirco Mariell","English, German, Spanish",Personal: Kota Ohmura (JPN),"""I always stood out in speed and long jump since elementary school. However, there were no athletics schools in my city at that time, so I dedicated myself entirely to volleyball, my other great passion."" (ultimahora.com, 15 Jul 2024)",,,"""If you can think it, you can do it."" (lanacion.com.py, 29 Jun 2024)",,,
1547788,TRUE,ALMIRON Cesar,ALMIRON C,Cesar ALMIRON,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,180,0,['Athletics'],"[""Men's 200m""]",8/6/01,TEBICUARY,Paraguay,ASUNCION,Paraguay,,,Athlete,,Has 11 siblings,"Guarani, Spanish",Personal: Plinio Penzzi (PAR),,"Sprinter Andre De Grasse (CAN), three-time Olympic medallist at Tokyo 2020 (200m gold, 4x100m silver 100m bronze) and three-time Olympic medallist at Rio 2016 (200m silver, 100m and 4x100m bronze).</p><p>Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Sprinter Fred Kerley (USA), 2020 Olympic 100m silver medallist, five-time world championship medallist (three gold, one silver, one bronze)",His parents and his coach Plinio Penzi,,,,
1547814,TRUE,SABINO Steven,SABINO S,Steven SABINO,Male,Athlete,MOZ,Mozambique,Mozambique,Mozambique,Mozambique,MOZ,175,0,['Athletics'],"[""Men's 100m""]",4/24/06,BEIRA,Mozambique,JOHANNESBURG,South Africa,,,"Athlete, student",,,"English, Portuguese",Personal: John and Maria Diamond (RSA),,,,,,,
1547863,TRUE,CHIUMENTO Luca,CHIUMENTO L,Luca CHIUMENTO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Quadruple Sculls""]",11/19/97,PADUA,Italy,TENCAROLA,Italy,,Spending time with friends,"Athlete, student",Studies Civil Engineering at the University of Padua (ITA),"Partner, Federica Cesarini",Italian,National: Andrea Coppola (ITA).<br>Club: Rocco Pecoraro (ITA),"Enrolled in a rowing course with his cousin when he stopped playing football and was looking for an outdoor summer sport. ""My mother immediately made it clear that spending the summer lounging on the sofa was not an option."" (tokyo2020.coni.it)",,,"""Work pays off."" (parigi2024.coni.it)","Partner, Federica Cesarini (rowing), won gold in lightweight double sculls with Valentina Rodini at Tokyo 2020. Two-time European champion in LW1x (2019) and LW2x (2021)",,"Coastal rowing: Has claimed two silver medals at the world championships, in quad sculls in 2017, and double sculls in 2021"
1547865,TRUE,GOBBI Stefania,GOBBI S,Stefania GOBBI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Women's Double Sculls""]",4/13/95,PADUA,Italy,PADUA,Italy,Stefi,Baking,"Athlete, police officer",Studied Economics at University of Padua (ITA),,"English, Italian",Personal: Francesco Cattaneo (ITA),"She was involved in artistic gymnastics, swimming, and volleyball before developing an interest in rowing after watching Italian rower Rossano Galtarossa compete at the 2008 Olympic Games in Beijing. ""Over time I fell in love with the sport."" (myInfo)",,,,,,
1547866,TRUE,GUERRA Clara,GUERRA C,Clara GUERRA,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Women's Double Sculls""]",10/1/98,VERONA,Italy,LAZISE,Italy,,"Cinema, reading",Athlete,Studies at University of Bari Aldo Moro (ITA),"Partner, Catello Amarante. Father, Marco",Italian,Personal: Francesco Cattaneo (ITA),"Her father took her out in a double scull and she loved the sport immediately. ""I started at nine years old with my dad. One day we decided to double down and without him explaining anything about rowing he made me do 12 kilometres. And it was always him who made me passionate about this sport."" (canottaggio.org, 1 Aug 2013)","Rower Mahe Drysdale (NZL), three-time Olympic medallist (two gold, one bronze), eight-time world championship medallist (five gold, three silver) - all single sculls",,,,,
1547870,TRUE,OPPO Stefano,OPPO S,Stefano OPPO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",9/12/94,ORISTANO,Italy,ORISTANO,Italy,,"Reading, music, TV series (in particular Spanish TV series, Money Heist)","Athlete, police officer",,"Father, Luigi. Mother, Adriana","English, French, Italian",Personal: Vittorio Altobelli (ITA).<br>National: Andrea Coppola (ITA),"He followed his older brother Matteo into the sport. ""At age seven or eight I went to his workouts and it attracted me. The passion for rowing comes from being born close to the sea, and therefore having a very close link with the water.""","Rower Eskild Ebbesen (DEN), five-time Olympic coxless fours medallist (three gold, two bronze) over five consecutive appearances (1992, 2000, 2004, 2008, 2012), nine-time world championship medallist (six gold, three silver)",,"""The only easy day was yesterday."" (Twitter profile, 13 Nov 2019)",,,
1547871,TRUE,PANIZZA Andrea,PANIZZA A,Andrea PANIZZA,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Quadruple Sculls""]",7/14/98,LECCO,Italy,MANDELLO DEL LARIO,Italy,Paniz,"Mountain biking, playing sport, playing video games","Athlete, police officer",,"Father, Fiorenzo. Mother, Agnese Denti. Sisters, Elena and Alessandra. Brother, Giacomo",Italian,National: Andrea Coppola (ITA).<br>Club: Rocco Pecoraro (ITA),"His entire family participated in rowing, and the sport is a tradition in his hometown of Mandello del Lario, ITA","Rower Giuseppe Moioli (ITA), 1948 Olympic champion (coxless fours), three-time Olympian (1948, 1952, 1956), six-time European champion",Teammate Giacomo Gentili (ITA),,,,
1547873,TRUE,SOARES Gabriel,SOARES G,Gabriel SOARES,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1/22/97,IGUACU,Brazil,BELLAGIO,Italy,,,"Athlete, Navy athlete",Has a Diploma in Industrial Mechanics,,"Italian, Portuguese",Personal coach: Franco Sancassani (ITA).<br>National: Andrea Coppola (ITA),,,,,,,
1547875,TRUE,VICINO Giuseppe,VICINO G,Giuseppe VICINO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Four""]",2/26/93,NAPLES,Italy,MILAN,Italy,Peppe,"Listening to music, fishing, spending time with friends and family","Athlete, police officer",,"Partner, Giorgia Paciariello. Son, Alessandro (born November 2022). Brothers, Antonio, Luca and Marco (twins)","English, Italian",National: Andrea Coppola (ITA).<br>Club: Rocco Pecoraro (ITA),"""I knew nothing about the sport until my younger brother Antonio started rowing at the CRV Italia club through a school programme. I soon joined the club, too, and instantly fell in love with the boats, which glided so smoothly over such a large body of water. I just felt the immediate urge to jump into a boat and try it for myself."" (myInfo)","Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze).</p><p>Rower Steve Redgrave (GBR), six-time Olympic medallist (five consecutive gold from 1984-2000, 1988 bronze), 12-time world championship medallist (nine gold, two silver, one bronze)",,"""Rowing is a perfect mix of elegance, power and tranquillity. Only if you manage to encompass all three of these characteristics in every stroke will you slide the boat on the water."" (myInfo)","Brother, Antonio Vicino (rowing), won a lightweight quadruple sculls world title in 2022, three-time European champion in the class (2020, 2021, 2022). </p><p>Brother, Luca Vicino (rowing), silver medallist in the U23 pairs at the 2023 World Championships, with twin brother Marco. Has represented Italy at senior level in the eight in 2024. </p><p>Brother, Marco Vicino (rowing), silver medallist in the U23 pairs at the 2023 World Championships, with twin brother Luca. Has represented Italy at senior level in the eight in 2024",,
1547876,TRUE,ABBAGNALE Vincenzo,ABBAGNALE V,Vincenzo ABBAGNALE,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Eight""]",3/13/93,SCAFATI,Italy,SANTA MARIA LA CARITA,Italy,Enzo,"Listening to music, riding motorbikes",Athlete,Received a Bachelor's degree in Business Economics in 2019,"Wife, Anna Santamaria (married September 2022). Father, Giuseppe",Italian,National: Andrea Coppola (ITA),"He comes from a rowing family, with his father and uncles winning multiple Olympic gold medals. ""My destiny in rowing was inevitable and already written.” (europeanchampionships.com, 31 Jul 2018)",,,"""My surname made the history of the sport and was a heavy responsibility to take on my shoulders, especially when I was younger. I have learned to live with the idea that, in bad and good times, things depend on me and my abilities, not on someone else's."" (europeanchampionships.com, 31 Jul 2018)","Father, Giuseppe Abbagnale (rowing), won two Olympic gold medals (1984, 1988) and a silver (1992) in coxed pairs with twin brother Carmine. Seven-time world champion. </p><p>Uncle, Agostino Abbagnale (rowing), three-time Olympic gold medalist - in quadruple sculls (1998 and 2000) and double sculls (1996). Won back-to-back quad sculls world titles in 1997 and 1998. </p><p>Uncle, Carmine Abbagnale (rowing), won two Olympic gold medals (1984, 1988) and a silver (1992) in coxed pairs with twin brother Giuseppe. Seven-time world champion",,
