code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1560546,TRUE,CROCIANI Alessio,CROCIANI A,Alessio CROCIANI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Triathlon'],"[""Men's Individual""]",11/19/01,RIMINI,Italy,RIMINI,Italy,Ale,,Athlete,,,"English, Italian",Personal: Massimo Strada (ITA),Began with swimming when he was younger,,,,,,
1560668,TRUE,STRAKA Elisabeth,STRAKA E,Elisabeth STRAKA,Female,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,0,0,['Archery'],"[""Women's Individual""]",8/29/99,MOEDLING,Austria,,,Elly,,"Athlete, sport soldier",,,German,National: Andrea Raigel (AUT),She became interested in archery after seeing it on a trip to Japan,,,,,,
1560669,TRUE,DUDOVA Bilyana Zhivkova,DUDOVA BZ,Bilyana Zhivkova DUDOVA,Female,Athlete,BUL,Bulgaria,Bulgaria,Bulgaria,Bulgaria,BUL,0,0,['Wrestling'],"[""Women's Freestyle 62kg""]",8/1/97,,Bulgaria,,Bulgaria,,,,,,Bulgarian,,,,,"""For me, the word win is a lot of effort and training every day. In this way I show everyone that I am developing and the efforts are not in vain. With each victory I feel more confident and satisfied with myself."" (supersportswitzerland.com)",,,
1560673,TRUE,PILZ Jessica,PILZ J,Jessica PILZ,Female,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,165,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",11/22/96,HAAG,Austria,INNSBRUCK,Austria,Jessy,"Baking, music, spending time with family, outdoor rock climbing",Athlete,"Sports Science (Innsbruck, AUT)",,"English, German",,"""I started sport climbing simply because it was fun."" (myInfo)","Climber Angela Eiter (AUT), four-time world championship gold medallist in lead (2005, 2007, 2011, 2012)",,,,,
1560677,TRUE,SCHUBERT Jakob,SCHUBERT J,Jakob SCHUBERT,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,175,0,['Sport Climbing'],"[""Men's Boulder & Lead""]",12/31/90,INNSBRUCK,Austria,INNSBRUCK,Austria,Joggl,"Basketball, tennis, beach volleyball, football, skiing and chess. Good food (preferably Japanese), online gaming with friends around the world and spending quality time with his girlfriend and family",Army athlete,"Economics, Management at University of Innsbruck (AUT)","Father, Peter. Mother, Michaela (died 2017). Sisters, Hannah and Mara. Brother, Ben","English, German",,"His godfather took him to a climbing gym and the coaches asked him if he wanted to join the team. ""I joined the training once... I never stopped."" (myInfo)","Tennis player Roger Federer (SUI), 20-time Grand Slam winner, Olympic doubles champion (Beijing 2008), singles silver medallist (London 2012).</p><p>Climber Adam Ondra (CZE), 12-time world championship medallist (five gold, five silver, two bronze)",,"""The best thing about climbing is the endless possibilities. Climbing is something I will do my whole life, even if I don't compete my whole life. There are so many walls and routes in the world that I haven't seen yet that I still want to do. It never gets boring. Every day I feel like I can learn something new."" (ispo.com, 23 Sep 2021)","Sister, Hannah (climbing), two-time youth world champion (2012, 2014) and finished third at the 2018 World Cup in Kranj, Slovenia",,
1560680,TRUE,FILIMON Collins Valentine,FILIMON CV,Collins Valentine FILIMON,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,190,0,['Badminton'],"[""Men's Singles""]",2/14/98,,Romania,,Austria,,,Athlete,"Attended West University of Timisoara, ROU","Partner, Sabina",,Peter Zauner,,,,,,,
1560689,TRUE,ABUSHARIB Saeed,ABUSHARIB S,Saeed ABUSHARIB,Male,Athlete,QAT,Qatar,Qatar,Qatar,Qatar,QAT,0,0,['Shooting'],['Trap Men'],8/31/83,DOHA,Qatar,AL KHARAITIYAT,Qatar,,Fishing,,,,"Arabic, English",National: Michael Diamond (AUS),His family has a history in the sport,,,"""Determination, willpower and hard work."" (Athlete, 27Jun 2024)",,,
1560690,TRUE,AL-ATHBA Rashid Saleh,AL-ATHBA RS,Rashid Saleh AL-ATHBA,Male,Athlete,QAT,Qatar,Qatar,Qatar,Qatar,QAT,0,0,['Shooting'],['Skeet Men'],10/18/87,DOHA,Qatar,,Qatar,,"Football, hunting, cycling",Athlete,,,"Arabic, English",He is self coached,"""I love shooting."" (Athlete, 27 Jun 2024)",,,,,,
1560705,TRUE,HASHIMI Yulduz,HASHIMI Y,Yulduz HASHIMI,Female,Athlete,AFG,Afghanistan,Afghanistan,Afghanistan,Afghanistan,AFG,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",7/8/00,MAIMANAH,Afghanistan,,,,,Athlete,,,,,"Along with younger sister Fariba, she saw an advertisement for a cycling race and decided to take part. They needed to borrow a bike and compete under false names to hide their activity from their family. But, it was worth it as the sisters finished first and second",,,,,,
1560712,TRUE,YANEVA Yuliana Vasileva,YANEVA YV,Yuliana Vasileva YANEVA,Female,Athlete,BUL,Bulgaria,Bulgaria,Bulgaria,Bulgaria,BUL,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",8/2/98,YAMBOL,Bulgaria,,Bulgaria,,Fashion,,,,Bulgarian,,,,,,,,
1560759,TRUE,VILLA Giorgia,VILLA G,Giorgia VILLA,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",2/23/03,PONTE SAN PIETRO,Italy,BRESCIA,Italy,,"Shopping, cinema, dancing, cooking",Armed forces athlete,,"Father. Mother. Younger sister, Lara","English, Italian","National/personal: Enrico Casella (ITA).<br>Personal: Marco Campodonico (ITA), Monica Bergamelli (ITA)","Her mother signed her up for gymnastics lessons ""before I destroyed her whole house"" due to her high energy and activity level. ""I had just started nursery school, but I immediately understood that I would love that sport with all my being. I left school and, still wearing my pink apron, I couldn't wait to enter that gym and jump and run feeling free and happy.""","Artistic gymnast Vanessa Ferrari (ITA), 2020 Olympic silver medallist (floor), four-time world championship medallist (2006 all-around gold, one silver, three bronze), with whom she trains",,"""Every single day has been a personal achievement. There have been many sacrifices that I have had to face, but I have received a lot of satisfaction which time after time has given me the energy needed to face future challenges that lay ahead of me. I am a person who loves to show what she can do, and then achieving important results is incomparable to any sacrifice."" (agoravox-it, 7 Jul 2022)</p><p>""I love gymnastics so much because it allows me to always be in motion. It is also a wonderful method to let off steam and release all the energy I have in my body, to always be in a group and in company even if gymnastics is fundamentally still an individual sport. I also love the fact that it pushes me to try to overcome my limits by improving every single skill."" (agoravox-it, 7 Jul 2022)",,,
1560760,TRUE,IORIO Elisa,IORIO E,Elisa IORIO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",3/21/03,MODENA,Italy,BRESCIA,Italy,"Barbamolle (Softbeard), Ely",Travelling,Armed forces athlete,,"Father, Gianluca. Mother, Giulia. Brother, Giacomo",Italian,"National/personal: Enrico Casella (ITA).<br>Personal: Marco Campodonico (ITA), Monica Bergamelli (ITA)","Fans of the sport, her parents introduced her to it. She watched a video of Romanian gymnast Nadia Comaneci competing at Montreal 1976 and began training at the Padaro Modena club in Modena, Italy",,"Her parents. ""Over the course of my career I have matured and changed my way of seeing things, but I have also gone through many dark moments in which I struggled to see the light. But thanks to the support of my parents who have always believed in me, I managed to overcome them."" (ginnasticando-it, 5 Feb 2023)","“Love yourself.” (ginnasticando-it, 5 Feb 2023)</p><p>“A winner is simply a dreamer who has never given up.” (sigoagym.com)",,"Before a competition she listens to music so it gives her the right energy. </p><p>Before mounting the apparatus she repeats her coach's advice and tries to isolate herself from everything that surrounds her, concentrating only on the routine",
1560761,TRUE,ANDREOLI Angela,ANDREOLI A,Angela ANDREOLI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",6/6/06,BRESCIA,Italy,BRESCIA,Italy,"Angelina, Angie",Reading,Athlete,,"Brother, Stefano","English, Italian","National/Personal: Enrico Casella (ITA).<br>Personal: Marco Campodonico (ITA), Monica Bergamelli (ITA)","She followed her brother Stefano into football for two years, but switched to gymnastics after watching MTV’s gymnastics documentary series 'Parallel Lives'. ""I started just to have fun and the more I progressed, the more I understood that this was the sport I liked."" (ginnasticando.it, 24 Apr 2023)","Artistic gymnast Vanessa Ferrari (ITA), 2020 Olympic silver medallist (floor), five-time world championship medallist (2006 all-around gold, one silver, three bronze). She is also her training partner",,"“You must always be able to transform tension into adrenaline and energy which then makes you perform all the exercises correctly. It's always difficult. I’m still learning.” (ginnasticando.it, 24 Apr 2023)</p><p>“If you're not happy about going, there's no point in continuing. The important thing is to have fun, then what happens, happens. What's important is the joy you put into it and the passion. In general, not just in gymnastics."" (ginnasticando.it, 24 Apr 2023)",,,
1560762,TRUE,ESPOSITO Manila,ESPOSITO M,Manila ESPOSITO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",11/2/06,BOSCOTRECASE,Italy,BRESCIA,Italy,,Cinema,Athlete,,"Mother, Margherita",Italian,Personal: Enrico Caselli (ITA),"Her mother noticed her talent after she taught herself basic gymnastics skills. ""It was my first and only sport."" (napoliclick.it, 19 Apr 2023)",,Her parents,"""To achieve important results, commitment, determination and great sacrifices are needed. Not everyone is willing to make them, because ours is not a normal standard of life. But I am rewarded for the commitment made by the victories and this is enough for me."" (napoliclick-it, 19 Apr 2023)",,,
1560780,TRUE,CARUCCI Nicolo',CARUCCI N,Nicolo' CARUCCI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Double Sculls""]",2/22/01,MILAN,Italy,,,,,"Athlete, police officer","Bachelor's degree in Business Economics and Management from Carlo Cattaneo University (Castellanza, ITA)",,Italian,National: Andrea Coppola (ITA),"When he was young, he participated in swimming and equestrian, but moved on to the water following encouragement from his mother","Rower Giovanni Calabrese (ITA), 2000 Olympic bronze medallist (double sculls), three-time world championship medallist (two gold, one silver).</p><p>Triathlete Jan Frodeno (GER), 2008 Olympic champion, four-time Ironman world championship medallist (three gold, one bronze), three-time 70.3 world championship medallist (two gold, one silver).</p><p>Cyclist Christopher Froome (GBR), two-time Olympic individual time trial bronze medallist (2012, 2016), four-time Tour de France champion (2013, 2015, 2016, 2017), 2017 World Championships individual time trial bronze medallist",,,,,
1560781,TRUE,RAMBALDI Luca,RAMBALDI L,Luca RAMBALDI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Quadruple Sculls""]",12/9/94,FERRARA,Italy,FAVARO VENETO,Italy,Rambo,"Cross-country skiing, skiing, cycling, hiking, watching movies",Athlete,,"Partner, Cecilia Bellati",Italian,Personal: Rocco Pecoraro (ITA),"""I tried a lot of sports as a child. Then I saw a leaflet advertising rowing and my parents decided to let me have a go to see if I might like it. I loved it right away. ""(worldrowing.com, 19 Jul 2019)","Alpine skier Lindsey Vonn (USA), three-time Olympic medallist (one gold, two bronze), four-time Olympian (2002, 2006, 2010, 2018), eight-time world championship medallist (two gold, three, silver, three bronze), 137 World Cup podiums (82 wins)",,,,"""Before each event I try to repeat things that made me feel better during training so I can perform at my best. I try to get to the rowing venue at least two hours in advance.""",
1560782,TRUE,CAPPONI Emanuele,CAPPONI E,Emanuele CAPPONI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Women's Eight""]",1/7/01,PRIVERNO,Italy,,,,,Athlete,,,Italian,National: Stefano Fraquelli (ITA),,,,"""Don't put off until tomorrow what you can do today."" (Facebook profile)",,,
1560783,TRUE,CODATO Alice,CODATO A,Alice CODATO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Women's Eight""]",9/26/03,BERGAMO,Italy,VARESE,Italy,,,"Athlete, student",Studies at the San Raffaele University of Rome (ITA),"Older brother, Giovanni",Italian,National: Stefano Fraquelli (ITA),,,,,"Brother, Giovanni Codato (rowing), has represented Italy internationally since 2022, placing sixth in the pair at the 2024 European Championships",,
1560788,TRUE,PELACCHI Giorgia,PELACCHI G,Giorgia PELACCHI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Women's Eight""]",4/6/98,LECCO,Italy,ABBADIA LARIANA,Italy,,,Athlete,"Studied at Luiss Guido Carli University (Rome, ITA)",,Italian,National: Stefano Fraquelli (ITA),,,,,,,
1560793,TRUE,KOHL Nicholas,KOHL N,Nicholas KOHL,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Rowing'],"[""Men's Four""]",10/7/98,SORENGO,Switzerland,,,,"Cycling, playing video games, listening to music",Athlete,"Received a Bachelor's and Master's degree in Environmental Engineering from Syracuse University (NY, USA). After the Paris 2024 Olympic Games, he will pursue another Master's degree in Water Science, Policy and Management at Oxford University (GBR)","Father, Manfred. Mother, Viviana Pagani. Sisters, Carin, Carolyn. Brother, Kevin","English, Italian",National: Andrea Coppola (ITA),,,,,,,
1560988,TRUE,HALL Conor,HALL C,Conor HALL,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",9/8/95,BELFAST,Great Britain,BURTON-ON-TRENT,Great Britain,,,"Athlete, security engineer",,,English,"National: Naomi Folkard (GBR), Nicky Hunt (GBR)",Joined his school's archery club,,,,,,
1560989,TRUE,HALL Tom,HALL T,Tom HALL,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",9/17/90,CROYDON,Great Britain,KENILWORTH,Great Britain,Dr. Ten,"Trail running, hiking, climbing, playing frisbee, coding, being outdoors","Athlete, coach","Received a Master's degree in Chemistry in 2013 and a doctorate in Chemistry in 2017 from the University of Warwick (Coventry, GBR)",,English,"National: Naomi Folkard (GBR), Nicky Hunt (GBR)","""I just picked it up at university as I thought, 'This would be a bit of fun for me to do on a Wednesday afternoon', and a nice cheap hobby."" (myInfo)",,,,,,
1560990,TRUE,HAVERS Megan,HAVERS M,Megs HAVERS,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",12/2/07,,,,,,"Going for walks, trying new foods, watching movies, spending time with friends and family","Athlete, student",,,English,"National: Naomi Folkard (GBR), Nicky Hunt (GBR).<br>Personal: Tony Gray",First tried archery while on holiday and then signed up for an introductory course when she got home,,,,,,
1560991,TRUE,HEALEY Penny,HEALEY P,Penny HEALEY,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",3/7/05,TELFORD,Great Britain,TELFORD,Great Britain,Penn,"Listening to music, playing violin, caring for animals, making TikTok dance videos with her teammates","Athlete, student",Loughborough College (online),"Mother, Emma",English,"National: Naomi Folkard (GBR), Nicky Hunt (GBR)","As a horse rider Healey wanted to try out shooting after watching the Disney movie ‘Brave’. When riding became too expensive she stuck with archery. “The moment I first stepped onto that line and shot my first shot, I remember turning around to my mum and being like, ‘This is so cool’. It kind of was love at first sight, and the passion just grew from there... It is my happy place. So, whenever I feel stressed or school has got too much for me, I know I can always just come and shoot. It lifts all the stress off my shoulders.” (olympics.com, 28 Jun 2023)",,,,,,
1561000,TRUE,PITMAN Bryony,PITMAN B,Bryony PITMAN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",3/13/97,BRIGHTON,Great Britain,SHOREHAM-BY-SEA,Great Britain,,"Rock climbing, reading, going to the gym, spending time with friends and family",Athlete,"Graduated in 2020 with a Bachelor's degree in History from Northumbria University (Newcastle, GBR) and in 2022 with a Master's degree in Intelligence and Security Studies from Brunel University London (GBR) in 2022","Father, Gary Kinghorn",English,"National: Naomi Folkard (GBR), Nicky Hunt (GBR).<br>Personal: Gary Kinghorn (GBR), her father","Her father Gary Kinghorn represented Great Britain in field archery and she wanted to follow in his footsteps. ""Hearing his stories about it when I was growing up inspired me. I wanted to be a world field champion before I’d even picked up a bow."" (quicksarchery.co.uk)",,,,"Father, Gary Kinghorn (archery), was a compound archer for the GBR field team",,
1561003,TRUE,WISE Alex,WISE A,Alex WISE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",8/17/00,NEWCASTLE UPON TYNE,Great Britain,NEWPORT,Great Britain,Wisey,"Football, playing video games, eating",Athlete,"Studied Sport Development at Northumbria University (Newcastle upon Tyne, GBR)","Partner, Sophie Meering. Father, Chris. Mother, Helen",English,"National: Naomi Folkard (GBR), Nicky Hunt (GBR)",First tried archery while on holiday in Turkiye,,,,"Partner, Sophie Meering (archery), has represented Great Britain in field archery, placing seventh at the 2023 European championships",,
1561138,TRUE,VIERU Denis,VIERU D,Denis VIERU,Male,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,0,0,['Judo'],['Men -66 kg'],3/10/96,CHISINAU,Republic of Moldova,CHISINAU,Republic of Moldova,,,Athlete,,,"Romanian, Russian",Valeriu Duminica (MDA),He loved judo from the beginning and watched many videos and was impressed by the athletes,"Judoka Choi Min-Ho (KOR), two-time Olympic -60kg medallist (2008 gold, 2004 bronze), two-time world championship medallist (2003 gold, 2007 bronze).</p><p>Judoka Rishod Sobirov (UZB), three-time Olympic -60kg bronze medallist (2008, 2012, 2016), three-time world championship medallist (two gold, one bronze).</p><p>Judoka Beslan Mudranov (RUS), 2016 Olympic -60kg champion, 2014 World Championships silver medallist",,"""I believe in numbers, in fate, in the stars, in everything that is attributed to me and brings me pleasure every day."" (Athlete Instagram)",,"""Victory loves preparation."" (Athlete Instagram)",
1561149,TRUE,MARINIC Matija,MARINIC M,Matija MARINIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,0,0,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",12/24/90,ZAGREB,Croatia,ZAGREB,Croatia,,Road cycling,Athlete,,"Wife, Tea. Son, Marko","Croatian, English","Personal: Stjepan Perestegi (CRO), 1992 Olympian in C1","Played water polo until age 12 but switched to canoeing. ""Maybe I had had enough of being in the water so I went out on the water in a boat."" (nacional.hr, 7 Oct 2023)",,,,,,
1561237,TRUE,CARDOSO Adriana,CARDOSO A,Adriana CARDOSO,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,167,0,['Handball'],['Women'],10/29/90,FORTALEZA,Brazil,PODGORICA,Montenegro,Doce,,Athlete,Attended University of Caxias do Sul in Rio Grande do Sul (BRA),,"Portuguese, Spanish",National: Cristiano Silva (BRA).<br>Club: Bojana Popovic (MNE),,,,"""If you obey all the rules you will miss all the fun."" (myInfo)",,,
1561239,TRUE,BOLZAN Ana Claudia,BOLZAN AC,Ana Claudia BOLZAN,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,177,0,['Handball'],['Women'],7/15/96,MANTENOPOLIS,Brazil,LISBON,Portugal,,,Athlete,,,"English, Portuguese",National: Cristiano Silva (BRA),,,,,,,
1561242,TRUE,ARENHART Barbara,ARENHART B,Barbara ARENHART,Female,Alternate Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,182,0,['Handball'],['Women'],10/4/86,NOVO HAMBURGO,Brazil,KRIM,Slovenia,Babi,,Athlete,"Studied at Feevale University, Novo Hamburgo (BRA)",,"English, German, Portuguese, Spanish",National: Cristiano Silva (BRA).<br>Club: Dragan Adzic (MNE),,"Basketball player Oscar Schmidt (BRA), five-time Olympian (1980, 1984, 1988, 1992, 1996) and all-time leading scorer, 1978 World Cup bronze medallist, two-time Pan American Games medallist (1987 gold, 1979 bronze)",,"""This too shall pass."" (myInfo)",,,
1561243,TRUE,de PAULA Bruna,de PAULA B,Bruna de PAULA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,170,0,['Handball'],['Women'],9/26/96,CAMPESTRE,Brazil,GYOR,Hungary,,,Athlete,,"Mother, Marinalva. Four sisters","French, Portuguese",National: Cristiano Silva (BRA).<br>Club: Per Johansson (SWE),"Played football in her younger years, but switched to handball at the suggestion of a teacher who invited her to join a team","Footballer Neymar (BRA), two-time Olympic medallist (one gold, one silver), Brazil's greatest goal scorer in internationals, won La Liga, Champions League and World Club titles with Barcelona, won five Ligue 1 titles with Paris Saint-Germain",Her mother,,,,
1561248,TRUE,BITOLO Gabriela,BITOLO G,Gabriela BITOLO,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,182,0,['Handball'],['Women'],4/1/99,SAO PAULO,Brazil,MALAGA,Spain,Gabi,,Athlete,,"Partner, Gaston Mourino",Portuguese,National: Cristiano Silva (BRA).<br>Club: Suso Gallardo (ESP),,,,,"Partner, Gaston Mourino (handball), Tokyo 2020 Olympian, 2018 Pan American champion. Plays for CSM Constanta (ROU) and for the Argentina national team",,
1561249,TRUE,MORESCHI Gabriela,MORESCHI G,Gabriela MORESCHI,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,190,0,['Handball'],['Women'],7/8/94,MARINGA,Brazil,BIETIGHEIM-BISSINGEN,Germany,,,Athlete,,,"English, Portuguese",National: Cristiano Silva (BRA).<br>Club: Jakob Vestergaard (DEN),,,,,,,
1561250,TRUE,GUARIEIRO Giulia,GUARIEIRO G,Giulia GUARIEIRO,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,175,0,['Handball'],['Women'],7/24/95,SAO PAULO,Brazil,GRANOLLERS,Spain,,,Athlete,"Studied Public Relations at the School of Communications and Arts, University of Sao Paulo (BRA)",,Portuguese,National: Cristiano Silva (BRA).<br>Club: Dolo Martin (ESP),"Followed her sister, who also played",,,,,,
1561253,TRUE,QUINTINO Jessica,QUINTINO J,Jessica QUINTINO,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,172,0,['Handball'],['Women'],4/17/91,SAO PAULO,Brazil,BRAILA,Romania,,,Athlete,,,"English, Portuguese",National: Cristiano Silva (BRA).<br>Club: Jan Leslie (DEN),,,,,,,
1561255,TRUE,LOPES Jhennifer,LOPES J,Jhennifer LOPES,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,177,0,['Handball'],['Women'],7/28/00,,Brazil,TELDE,Spain,JLo,,Athlete,,,Portuguese,National: Cristiano Silva (BRA).<br>Club: Carlos Herrera (ESP),,,,,,,
1561256,TRUE,ROSA Kelly,ROSA K,Kelly ROSA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,178,0,['Handball'],['Women'],1/25/04,,,ELCHE,Spain,,,Athlete,,,"English, Portuguese",National: Cristiano Silva (BRA).<br>Club: Joaquin Rocamora (ESP),,,,,,,
1561257,TRUE,ARAUJO Larissa,ARAUJO L,Larissa ARAUJO,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,167,0,['Handball'],['Women'],7/1/92,CURITIBA,Brazil,BRAILA,Romania,Lari,,Athlete,Studied Physical Education at Paranaense University (BRA),,"English, Portuguese",National: Cristiano Silva (BRA).<br>Club: Andrei Popescu (ROU),,,,,,,
1561261,TRUE,AROUNIAN Marcela,AROUNIAN M,Marcela AROUNIAN,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,184,0,['Handball'],['Women'],1/7/00,SAO PAULO,Brazil,VALLADOLID,Spain,,,Athlete,,,Portuguese,National: Cristiano Silva (BRA).<br>Club: Miguel Angel Penas (ESP),,,,,,,
1561264,TRUE,FERNANDES Mariane,FERNANDES M,Mariane FERNANDES,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,165,0,['Handball'],['Women'],1/4/96,NITEROI,Brazil,SAN SEBASTIAN,Spain,,,Athlete,,Four silblings,Portuguese,National: Cristiano Silva (BRA).<br>Club: Imanol Alvarez (ESP),"Originally wanted to play futsal, but switched to handball at the suggestion of her coach",,,,,,
1561269,TRUE,MATIELI Patricia,MATIELI P,Patricia MATIELI,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,168,0,['Handball'],['Women'],11/8/88,SAO PAULO,Brazil,LUBIN,Poland,,,Athlete,,,"English, Portuguese",National: Cristiano Silva (BRA).<br>Club: Bozena Karkut (POL),,,,,,,
1561272,TRUE,de ARRUDA Renata,de ARRUDA R,Renata de ARRUDA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,180,0,['Handball'],['Women'],2/18/99,OLINDA,Brazil,,Spain,,,Athlete,,,Portuguese,National: Cristiano Silva (BRA).<br>Club: Florentin Constantin Pera (ROU),Initially played futsal before taking up handball; encouraged to become a goalkeeper due to her height,"Handball player Barbara Arenhart (BRA), two-time Olympian (2016, 2020), 2013 World Champion, three-time Pan-American Games champion (2011, 2015, 2019)",,,,,
1561274,TRUE,VIEIRA Samara,VIEIRA S,Samara VIEIRA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,183,0,['Handball'],['Women'],10/7/91,NATAL,Brazil,ANTALYA,Türkiye,Sami,,Athlete,,,"English, Portuguese",National: Cristiano Silva (BRA).<br>Club: Birol Unsal (TUR),,,"Her first coach, Flavio Tinoco",,,,
1561276,TRUE,ARAUJO FROSSARD Tamires,ARAUJO FROSSARD T,Tamires ARAUJO FROSSARD,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,183,0,['Handball'],['Women'],5/16/94,RIO DE JANEIRO,Brazil,BISTRITA,Romania,,,Athlete,Studied at the Universidade Castelo Branco (BRA),"Sister, Monique",Portuguese,National: Cristiano Silva (BRA).<br>Club: Florentin Constantin Pera (ROU),"Originally competed in athletics, but tried handball at the suggestion of a coach who felt her height and size would make her an effective handball player",,,,"Sister, Monique Araujo (weightlifting), member of the Brazilian national weightlifting team and recently, the International Weightlifting Federation (IWF) refugee team",,
1561303,TRUE,SEARE Dawit,SEARE D,Dawit SEARE,Male,Athlete,ERI,Eritrea,Eritrea,Eritrea,Eritrea,ERI,170,0,['Athletics'],"[""Men's 5000m""]",12/29/04,,Eritrea,,,,,Athlete,,,Tigrinya,,,,,,,,
1561316,TRUE,GRAMBUSCH Tom,GRAMBUSCH T,Tom GRAMBUSCH,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],8/4/95,,Germany,,Germany,,,Athlete,,"Brother, Mats",German,Club: Pasha Gademan (NED)<br>National: Andre Henning (GER),,,,,"Brother, Mats Grambusch (hockey), two-time Olympian (2016 and 2020), claiming bronze in 2016",,
1561318,TRUE,WELLEN Niklas,WELLEN N,Niklas WELLEN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],12/14/94,KREFELD,Germany,AMSTERDAM,Netherlands,,Tennis,"Athlete, sport soldier","Economics, Industrial Engineering - Rheinische Fachhochschule Cologne, Germany. Master of Engineering (Industrial Engineering)",One son (born 2023),"English., German",Club: Ronan Gormley (IRL)<br>National: Andre Henning (GER),"His father and grandfather played hockey, and he liked the team aspect of the sport",,His family,,,,
